module	contig_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings
M00050	co728_000000003994	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K00088 K01951 K00942 (K00940,K18533)"	0.25	False	0.25	False	1.0	K01951	1	K01951	5041	None
M00958	co728_000000003994	Adenine ribonucleotide degradation, AMP => Urate	Pathway modules	Nucleotide metabolism	Purine metabolism	"((K01490 (K01081,K19970,K03787,K18550)),((K01081,K19970,K11751,K03787,K02566,K08693) (K01488,K19572,K05810))) (K03783,K03784,K09913,K05810) (K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"	0.0	False	0.25	False	NA	No enzymes unique to module	NA	K02566	5001	K02566 is present in multiple modules: M00958/M00959
M00959	co728_000000003994	Guanine ribonucleotide degradation, GMP => Urate	Pathway modules	Nucleotide metabolism	Purine metabolism	"(K01081,K19970,K11751,K03787,K02566,K08693,K20881) (K03783,K03784,K09913,K05810) K01487 (K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K02566	5001	K02566 is present in multiple modules: M00958/M00959
M00035	co728_000000003994	Methionine degradation	Pathway modules	Amino acid metabolism	Cysteine and methionine metabolism	"K00789 (K00552,K00558,K17398,K17399) K01251 (K01697,K10150)"	0.25	False	0.25	False	1.0	K00558	2	K00558,K00558	4939,4940	None
M00016	co728_000000003994	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K01586	4996	K01586 is present in multiple modules: M00016/M00525/M00526/M00527
M00525	co728_000000003994	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K01586	4996	K01586 is present in multiple modules: M00016/M00525/M00526/M00527
M00526	co728_000000003994	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K01586	4996	K01586 is present in multiple modules: M00016/M00525/M00526/M00527
M00527	co728_000000003994	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01586	4996	K01586 is present in multiple modules: M00016/M00525/M00526/M00527
M00978	co728_000000003994	Ornithine-ammonia cycle	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K01915 K01955+K01956 K00611 K01940 K01755 (K27542,K27545)"	0.16666666666666666	False	0.16666666666666666	False	1.0	K01915	1	K01915	4971	None
M00026	co728_000000003994	Histidine biosynthesis, PRPP => histidine	Pathway modules	Amino acid metabolism	Histidine metabolism	"(K00765-K02502) (K01523 K01496,K11755,K14152) (K01814,K24017) (K02501+K02500,K01663) ((K01693 K00817 (K04486,K05602,K18649)),(K01089 K00817)) (K00013,K14152)"	1.0	True	1.0	True	1.0	K00013,K00765,K00817,K01496,K01693,K01814,K02500,K02501,K02502,K04486,K11755	1,1,1,1,1,1,1,1,1,1,1	K00013,K00765,K00817,K01496,K01693,K01814,K02500,K02501,K02502,K04486,K11755	4888,4889,4887,4882,4886,4884,4883,4885,4890,5072,4882	None
M00897	co728_000000003994	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03146 K03147 K14153 K22911 K00949"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00949	5123	K00949 is present in multiple modules: M00897/M00898
M00898	co728_000000003994	Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K03146 K18278 K00877 K14154 -- K00949"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K00949	5123	'--' steps are assumed incomplete,K00949 is present in multiple modules: M00897/M00898
M00119	co728_000000003994	Pantothenate biosynthesis, valine/L-aspartate => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00826 K00606 K00077 K01579 (K01918,K13799)"	0.6	False	0.6	False	1.0	K01579	1	K00606,K01579,K01918	5066,5064,5065	K00606 is present in multiple modules: M00119/M00913/M00914,K01918 is present in multiple modules: M00119/M00913
M00913	co728_000000003994	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00606 K00077 K13367 K00128 K01918"	0.4	False	0.4	False	NA	No enzymes unique to module	NA	K00606,K01918	5066,5065	K00606 is present in multiple modules: M00119/M00913/M00914,K01918 is present in multiple modules: M00119/M00913
M00914	co728_000000003994	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00606 K00077 K06982 K09722 K13038 K02201 K09735"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K00606	5066	K00606 is present in multiple modules: M00119/M00913/M00914
M00123	co728_000000003994	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00652 ((K00833,K19563) K01935,K19562) K01012"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01012	4988	K01012 is present in multiple modules: M00123/M00950/M00573/M00577
M00950	co728_000000003994	Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00652 K25570 K01935 K01012"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01012	4988	K01012 is present in multiple modules: M00123/M00950/M00573/M00577
M00573	co728_000000003994	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K16593 K00652 K19563 K01935 K01012"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01012	4988	K01012 is present in multiple modules: M00123/M00950/M00573/M00577
M00577	co728_000000003994	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01906 K00652 (K00833,K19563) K01935 K01012"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K01012	4988	K01012 is present in multiple modules: M00123/M00950/M00573/M00577
M00846	co728_000000003994	Siroheme biosynthesis, glutamyl-tRNA => siroheme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542,K13543) (K02302,(K00589,K02303,K02496,K13542,K13543)+(K02304,(K24866+K03794)))"	0.8333333333333334	True	0.9444444444444445	True	NA	No enzymes unique to module	NA	K01698,K01719,K01749,K01845,K02303,K02492,K13542,K24866	5022,5021,5020,5023,5021,5019,5021,5018	K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K02303 is present in multiple modules: M00846/M00924/M00925,K02492 is present in multiple modules: M00846/M00121/M00926,K13542 is present in multiple modules: M00846/M00121/M00926/M00924/M00925,K24866 is present in multiple modules: M00846/M00924
M00868	co728_000000003994	Heme biosynthesis, animals and fungi, glycine => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K00643 K01698 K01749 K01719 K01599 K00228 K00231 K01772"	0.375	False	0.375	False	NA	No enzymes unique to module	NA	K01698,K01719,K01749	5022,5021,5020	K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01749 is present in multiple modules: M00846/M00868/M00121/M00926
M00121	co728_000000003994	Heme biosynthesis, plants and bacteria, glutamate => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K01885 K02492 K01845 K01698 K01749 (K01719,K13542,K13543) K01599 (K00228,K02495) (K00230,K00231,K08973) K01772"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01698,K01719,K01749,K01845,K02492,K13542	5022,5021,5020,5023,5019,5021	K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K02492 is present in multiple modules: M00846/M00121/M00926,K13542 is present in multiple modules: M00846/M00121/M00926/M00924/M00925
M00926	co728_000000003994	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K02492 K01845 K01698 K01749 (K01719,K13542) K01599 K00231 K01772 K00435"	0.5555555555555556	False	0.5555555555555556	False	NA	No enzymes unique to module	NA	K01698,K01719,K01749,K01845,K02492,K13542	5022,5021,5020,5023,5019,5021	K01698 is present in multiple modules: M00846/M00868/M00121/M00926,K01719 is present in multiple modules: M00846/M00868/M00121/M00926,K01749 is present in multiple modules: M00846/M00868/M00121/M00926,K01845 is present in multiple modules: M00846/M00121/M00926,K02492 is present in multiple modules: M00846/M00121/M00926,K13542 is present in multiple modules: M00846/M00121/M00926/M00924/M00925
M00924	co728_000000003994	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02302,(K02303,K13542) (K02304,K24866)) (K02190,K03795,K22011) K03394 (K05934,K13541,K21479) K05936 (K02189,K13541) K02188 K05895 (K02191 K03399,K00595) K06042 K02224"	0.18181818181818182	False	0.25	False	1.0	K02190	1	K02190,K02303,K13542,K24866	5034,5021,5021,5018	K02303 is present in multiple modules: M00846/M00924/M00925,K13542 is present in multiple modules: M00846/M00121/M00926/M00924/M00925,K24866 is present in multiple modules: M00846/M00924
M00925	co728_000000003994	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02303,K13542) (K03394,K13540) K02229 (K05934,K13540,K13541) K05936 K02228 K05895 K00595 K06042 K02224 K02230+K09882+K09883"	0.09090909090909091	False	0.09090909090909091	False	NA	No enzymes unique to module	NA	K02303,K13542	5021,5021	K02303 is present in multiple modules: M00846/M00924/M00925,K13542 is present in multiple modules: M00846/M00121/M00926/M00924/M00925
M00569	co728_000000003994	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	Pathway modules	Xenobiotics biodegradation	Aromatics degradation	"(K00446,K07104) ((K10217 K01821 K01617),K10216) (K18364,K02554) (K18365,K01666) (K18366,K04073)"	0.0	False	0.14285714285714285	False	1.0	K01821	1	K01821	5068	None
M00613	co728_000000003994	Anoxygenic photosynthesis in green nonsulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00597 M00376"	0.0	False	0.019230769230769232	False	NA	No enzymes unique to module	NA	K01848	4866	K01848 is present in multiple modules: M00741/M00376/M00375/M00613
M00614	co728_000000003994	Anoxygenic photosynthesis in green sulfur bacteria	Signature modules	Module set	Metabolic capacity	"M00598 M00173"	0.0	False	0.05	False	NA	No enzymes unique to module	NA	K01958	4850	K01958 is present in multiple modules: M00173/M00614
M00001	co728_000000017721	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K24182,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) (K01689,K27394) (K00873,K12406)"	0.1111111111111111	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K01810	1902	K01810 is present in multiple modules: M00001/M00004
M00004	co728_000000017721	Pentose phosphate pathway (Pentose phosphate cycle)	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K13937,((K00036,K19243) (K01057,K07404))) K00033 K01783 (K01807,K01808) K00615 ((K00616 (K01810,K06859,K15916)),K13810)"	0.0	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01810	1902	K01810 is present in multiple modules: M00001/M00004
M00651	co728_000000017721	Vancomycin resistance, D-Ala-D-Lac type	Signature modules	Gene set	Drug resistance	"(K18345 K18344 K07260 K18346),(K18351 K18352 K18354 K18353) (K18347 K15739 K08641)"	0.0	False	0.14285714285714285	False	1.0	K07260	1	K07260	1901	None
M00651	co728_000000072834	Vancomycin resistance, D-Ala-D-Lac type	Signature modules	Gene set	Drug resistance	"(K18345 K18344 K07260 K18346),(K18351 K18352 K18354 K18353) (K18347 K15739 K08641)"	0.0	False	0.14285714285714285	False	1.0	K07260	1	K07260	1492	None
M00001	co728_000000004366	Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K00844,K12407,K00845,K25026,K00886,K08074,K00918) (K01810,K06859,K13810,K15916) (K00850,K16370,K21071,K24182,K00918) (K01623,K01624,K11645,K16305,K16306) K01803 ((K00134,K00150) K00927,K11389) (K01834,K15633,K15634,K15635) (K01689,K27394) (K00873,K12406)"	0.2222222222222222	False	0.2222222222222222	False	NA	No enzymes unique to module	NA	K01624,K25026	5171,5260	K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612,K25026 is present in multiple modules: M00001/M00549
M00003	co728_000000004366	Gluconeogenesis, oxaloacetate => fructose-6P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"(K01596,K01610) (K01689,K27394) (K01834,K15633,K15634,K15635) K00927 (K00134,K00150) K01803 ((K01623,K01624,K11645) (K03841,K02446,K11532,K01086,K04041),K01622)"	0.0	False	0.125	False	NA	No enzymes unique to module	NA	K01624	5171	K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612
M00855	co728_000000004366	Glycogen degradation, glycogen => glucose-6P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K00688,K16153) (K01196,((K00705,K22451) (K02438,K01200))) (K15779,K01835,K15778)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01835	5157	K01835 is present in multiple modules: M00855/M00549
M00165	co728_000000004366	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules	Energy metabolism	Carbon fixation	"(K00855,K28462) (K01601-K01602) K00927 (K05298,K00150,K00134) K01803 (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01100,K11532,K01086) (K01807,K01808) K01783"	0.09090909090909091	False	0.09090909090909091	False	NA	No enzymes unique to module	NA	K01624	5171	K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612
M00345	co728_000000004366	Formaldehyde assimilation, ribulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	"(((K08093,K13812) K08094),K13831) (K00850,K16370,K21071) K01624"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01624	5171	K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612
M00344	co728_000000004366	Formaldehyde assimilation, xylulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	"K17100 K00863 K01624 K03841"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01624	5171	K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612
M00089	co728_000000004366	Triacylglycerol biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	"(K00629,K13506,K13507,K00630,K13508) (K00655,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831) (K01080,K15728,K18693) (K11155,K11160,K14456,K22848,K22849,K27538,K27539)"	0.25	False	0.25	False	1.0	K00655	1	K00655	5216	None
M00018	co728_000000004366	Threonine biosynthesis, aspartate => homoserine => threonine	Pathway modules	Amino acid metabolism	Serine and threonine metabolism	"(K00928,K12524,K12525,K12526) K00133 (K00003,K12524,K12525) (K00872,K02204,K02203) K01733"	0.2	False	0.2	False	1.0	K01733	1	K01733	5172	None
M00978	co728_000000004366	Ornithine-ammonia cycle	Pathway modules	Amino acid metabolism	Arginine and proline metabolism	"K01915 K01955+K01956 K00611 K01940 K01755 (K27542,K27545)"	0.16666666666666666	False	0.16666666666666666	False	1.0	K01915	1	K01915	5170	None
M00024	co728_000000004366	Phenylalanine biosynthesis, chorismate => phenylpyruvate => phenylalanine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"((K01850,K04092,K14187,K04093,K04516,K06208,K06209) (K01713,K04518,K05359),K14170) (K00832,K00838)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K14170	5215	K14170 is present in multiple modules: M00024/M00025/M00040
M00025	co728_000000004366	Tyrosine biosynthesis, chorismate => HPP => tyrosine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(((K01850,K04092,K14170,K04093,K04516,K06208,K06209) (K04517,K00211)),K14187) (K00832,K00838)"	0.0	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K14170	5215	K14170 is present in multiple modules: M00024/M00025/M00040
M00040	co728_000000004366	Tyrosine biosynthesis, chorismate => arogenate => tyrosine	Pathway modules	Amino acid metabolism	Aromatic amino acid metabolism	"(K01850,K04092,K14170) (K00832,K15849) (K00220,K24018,K15227)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K14170	5215	K14170 is present in multiple modules: M00024/M00025/M00040
M00549	co728_000000004366	UDP-Glc biosynthesis, Glc => UDP-Glc	Pathway modules	Glycan metabolism	Nucleotide sugar biosynthesis	"(K00844,K00845,K25026,K12407,K00886) (K01835,K15779,K15778) (K00963,K12447)"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K01835,K25026	5157,5260	K01835 is present in multiple modules: M00855/M00549,K25026 is present in multiple modules: M00001/M00549
M00125	co728_000000004366	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)"	0.14285714285714285	False	0.14285714285714285	False	1.0	K21064	1	K21064	5192	None
M00652	co728_000000004366	Vancomycin resistance, D-Ala-D-Ser type	Signature modules	Gene set	Drug resistance	"K18350 K18349 K18348 K18856 K18866"	0.2	False	0.2	False	1.0	K18349	1	K18349	5211	None
M00611	co728_000000004366	Oxygenic photosynthesis in plants and cyanobacteria	Signature modules	Module set	Metabolic capacity	"(M00161,M00163) M00165"	0.0	False	0.045454545454545456	False	NA	No enzymes unique to module	NA	K01624	5171	K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612
M00612	co728_000000004366	Anoxygenic photosynthesis in purple bacteria	Signature modules	Module set	Metabolic capacity	"M00597 M00165"	0.0	False	0.045454545454545456	False	NA	No enzymes unique to module	NA	K01624	5171	K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612
M00053	co728_000000036956	Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP	Pathway modules	Nucleotide metabolism	Purine metabolism	"(K00525+K00526,K10807+K10808) (K00940,K18533)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K00525,K00526	1429,1430	K00525 is present in multiple modules: M00053/M00938,K00526 is present in multiple modules: M00053/M00938
M00938	co728_000000036956	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP	Pathway modules	Nucleotide metabolism	Pyrimidine metabolism	"(K00525+K00526,K10807+K10808) (K00940,K18533) K01520 (K00560,K13998,K03465) K00943"	0.4	False	0.4	False	1.0	K00560	1	K00525,K00526,K00560	1429,1430,1432	K00525 is present in multiple modules: M00053/M00938,K00526 is present in multiple modules: M00053/M00938
M00126	co728_000000036956	Tetrahydrofolate biosynthesis, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01495,K09007,K22391) (K01077,K01113,(K08310,K19965)) ((K13939,(K13940,K01633 K00950) K00796),(K01633 K13941)) (K11754,K20457) (K00287,K13998)"	0.2	False	0.2	False	NA	No enzymes unique to module	NA	K00287	1434	K00287 is present in multiple modules: M00126/M00840
M00840	co728_000000036956	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"K14652 K22100 -- K01633 K13941 K22099 K00287"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K00287	1434	'--' steps are assumed incomplete,K00287 is present in multiple modules: M00126/M00840
M00925	co728_000000036956	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K02303,K13542) (K03394,K13540) K02229 (K05934,K13540,K13541) K05936 K02228 K05895 K00595 K06042 K02224 K02230+K09882+K09883"	0.0	False	0.0606060606060606	False	1.0	K09882,K09883	1,1	K09882,K09883	1408,1407	None
M00016	co728_000000046495	Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K00674 (K00821,K14267) K01439 K01778 (K01586,K12526)"	0.2222222222222222	False	0.2222222222222222	False	NA	No enzymes unique to module	NA	K01586,K01714	1174,1193	K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527
M00525	co728_000000046495	Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"K00928 K00133 K01714 K00215 K05822 K00841 K05823 K01778 K01586"	0.2222222222222222	False	0.2222222222222222	False	NA	No enzymes unique to module	NA	K01586,K01714	1174,1193	K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527
M00526	co728_000000046495	Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K03340 (K01586,K12526)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K01586,K01714	1174,1193	K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527
M00527	co728_000000046495	Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine	Pathway modules	Amino acid metabolism	Lysine metabolism	"(K00928,K12524,K12525,K12526) K00133 K01714 K00215 K10206 K01778 (K01586,K12526)"	0.2857142857142857	False	0.2857142857142857	False	NA	No enzymes unique to module	NA	K01586,K01714	1174,1193	K01586 is present in multiple modules: M00016/M00525/M00526/M00527,K01714 is present in multiple modules: M00016/M00525/M00526/M00527
M00125	co728_000000046495	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD	Pathway modules	Metabolism of cofactors and vitamins	Cofactor and vitamin metabolism	"(K01497,K14652) (K01498 K00082,K11752) (K22912,K20860,K20861,K20862,K21063,K21064) (K02858,K14652) K00794 K00793 (K20884 K22949,K11753)"	0.14285714285714285	False	0.14285714285714285	False	1.0	K21064	1	K21064	1181	None
M00308	co728_000000003877	Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P	Pathway modules	Carbohydrate metabolism	Central carbohydrate metabolism	"K05308 K00874 K01625 (K00134 K00927,K00131,K18978)"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00874	3916	K00874 is present in multiple modules: M00308/M00631/M00061
M00014	co728_000000003877	Glucuronate pathway (uronate pathway)	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K00012 ((K12447 K16190),(K00699 (K01195,K14756))) K00002 K13247 -- K03331 (K05351,K00008) K00854"	0.0	False	0.1111111111111111	False	NA	No enzymes unique to module	NA	K01195	3812	'--' steps are assumed incomplete,K01195 is present in multiple modules: M00014/M00129/M00076/M00077/M00078
M00631	co728_000000003877	D-Galacturonate degradation (bacteria), D-galacturonate => pyruvate + D-glyceraldehyde 3P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01812 K00041 (K01685,K16849+K16850) K00874 (K01625,K17463)"	0.8	True	0.8	True	1.0	K00041,K01685	1,1	K00041,K00874,K01685,K01812	3923,3916,3922,3925	K00874 is present in multiple modules: M00308/M00631/M00061,K01812 is present in multiple modules: M00631/M00061
M00061	co728_000000003877	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01812 K00040 (K01686,K08323) K00874 (K01625,K17463)"	0.6	False	0.6	False	1.0	K01686	1	K00874,K01686,K01812	3916,3817,3925	K00874 is present in multiple modules: M00308/M00631/M00061,K01812 is present in multiple modules: M00631/M00061
M00129	co728_000000003877	Ascorbate biosynthesis, animals, glucose-1P => ascorbate	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K00963 K00012 K00699 K01195 K00002 K01053 K00103"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01195	3812	K01195 is present in multiple modules: M00014/M00129/M00076/M00077/M00078
M00854	co728_000000003877	Glycogen biosynthesis, glucose-1P => glycogen/starch	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K00963 (K00693+K00750,K16150,K16153,K13679,K20812)),(K00975 (K00703,K13679,K20812)) (K00700,K16149)"	0.0	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00703	3656	K00703 is present in multiple modules: M00854/M00565
M00855	co728_000000003877	Glycogen degradation, glycogen => glucose-6P	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K00688,K16153) (K01196,((K00705,K22451) (K02438,K01200))) (K15779,K01835,K15778)"	0.0	False	0.25	False	1.0	K01200	1	K01200	3818	None
M00565	co728_000000003877	Trehalose biosynthesis, D-glucose 1P => trehalose	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K00975 K00703 (K00700,K16149) K01214 K06044 K01236"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K00703	3656	K00703 is present in multiple modules: M00854/M00565
